Fiscal_Year,Fiscal_Period,Department,Program,Expense_Category,Fund,Vendor_Name,Vendor_Number,Payment_Number,Payment_Method,Payment_Issue_date,Payment_Status,Amount
2015,1,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0000396,Check,7/30/14 0:00,Paid,"$1,319,144.00 "
2015,2,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0000706,Check,8/20/14 0:00,Paid,"$67,216.00 "
2015,2,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0000706,Check,8/20/14 0:00,Paid,"$67,332.00 "
2015,2,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0000706,Check,8/20/14 0:00,Paid,"$127,020.00 "
2015,2,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0000706,Check,8/20/14 0:00,Paid,"$280,410.00 "
2015,2,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0000706,Check,8/20/14 0:00,Paid,"$687,942.00 "
2015,2,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0000706,Check,8/20/14 0:00,Paid,"$1,855,407.00 "
2015,3,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0001132,Check,9/17/14 0:00,Paid,"$109,294.00 "
2015,3,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0001132,Check,9/17/14 0:00,Paid,"$619,256.00 "
2015,3,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0001132,Check,9/17/14 0:00,Paid,"$2,270,449.00 "
2015,4,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0001766,Check,10/23/14 0:00,Paid,"$41,197.00 "
2015,4,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0001766,Check,10/23/14 0:00,Paid,"$175,773.00 "
2015,4,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0001766,Check,10/23/14 0:00,Paid,"$258,688.00 "
2015,4,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0001766,Check,10/23/14 0:00,Paid,"$1,586,811.00 "
2015,5,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0002310,Check,12/1/14 0:00,Paid,"$188,729.00 "
2015,5,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0002310,Check,12/1/14 0:00,Paid,"$890,920.00 "
2015,5,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0002310,Check,12/1/14 0:00,Paid,"$2,161,171.00 "
2014,7,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0002553,Check,1/6/14 0:00,Paid,"$212,376.00 "
2014,7,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0002553,Check,1/6/14 0:00,Paid,"$1,282,641.00 "
2015,6,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0002797,Check,12/29/14 0:00,Paid,"$824,335.00 "
2015,6,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0002797,Check,12/29/14 0:00,Paid,"$1,498,785.00 "
2014,8,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0003161,Check,2/18/14 0:00,Paid,"$525,717.00 "
2014,8,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0003161,Check,2/18/14 0:00,Paid,"$1,740,958.00 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0003591,Check,3/19/14 0:00,Paid,"$257,381.00 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0003591,Check,3/19/14 0:00,Paid,"$724,173.00 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0003591,Check,3/19/14 0:00,Paid,"$1,095,298.00 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0003591,Check,3/19/14 0:00,Paid,"$2,429,705.00 "
2014,10,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004150,Check,4/25/14 0:00,Paid,"$343,175.00 "
2014,10,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004150,Check,4/25/14 0:00,Paid,"$904,518.00 "
2014,10,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004150,Check,4/25/14 0:00,Paid,"$1,264,355.00 "
2014,10,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004150,Check,4/25/14 0:00,Paid,"$2,934,395.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004766,Check,6/9/14 0:00,Paid,"$171,587.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004766,Check,6/9/14 0:00,Paid,"$410,156.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004766,Check,6/9/14 0:00,Paid,"$436,668.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0004766,Check,6/9/14 0:00,Paid,"$1,773,128.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0005161,Check,6/26/14 0:00,Paid,"$171,313.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0005161,Check,6/26/14 0:00,Paid,"$426,594.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0005161,Check,6/26/14 0:00,Paid,"$429,404.00 "
2014,12,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"DCK PACIFIC CONSTRUCTION, LLC",316908,B0005161,Check,6/26/14 0:00,Paid,"$1,445,025.00 "
2015,1,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,HAWAIIAN DREDGING CONSTRUCTION,275501,S0000967,Check,7/9/14 0:00,Paid,"$92,717.59 "
2015,5,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,HAWAIIAN DREDGING CONSTRUCTION,275501,S0026776,Check,11/5/14 0:00,Paid,"$90,150.00 "
2014,7,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,HAWAIIAN DREDGING CONSTRUCTION,275501,S0039394,Check,1/7/14 0:00,Paid,"$105,399.04 "
2014,8,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,HAWAIIAN DREDGING CONSTRUCTION,275501,S0047203,Check,2/14/14 0:00,Paid,"$151,786.02 "
2014,11,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,HAWAIIAN DREDGING CONSTRUCTION,275501,S0071659,Check,6/5/14 0:00,Paid,"$74,900.56 "
2014,11,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,HAWAIIAN DREDGING CONSTRUCTION,275501,S0071659,Check,6/5/14 0:00,Paid,"$83,176.59 "
2014,11,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,HAWAIIAN DREDGING CONSTRUCTION,275501,S0071659,Check,6/5/14 0:00,Paid,"$133,171.36 "
2015,6,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"INDEX BUILDERS, INC.",288676,B0002438,Check,12/9/14 0:00,Paid,"$35,500.00 "
2015,6,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"INDEX BUILDERS, INC.",288676,S0033236,Check,12/9/14 0:00,Paid,"$106,500.00 "
2015,6,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"INOUYE, RALPH S. CO., LTD.",74220,B0002359,Check,12/5/14 0:00,Paid,"$42,183.00 "
2015,6,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"INOUYE, RALPH S. CO., LTD.",74220,S0032889,Check,12/5/14 0:00,Paid,"$112,617.00 "
2015,1,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0000147,Check,7/16/14 0:00,Paid,"$1,069,663.82 "
2015,2,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0000717,Check,8/21/14 0:00,Paid,"$532,983.40 "
2015,3,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0001198,Check,9/22/14 0:00,Paid,"$817,855.10 "
2015,4,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0001657,Check,10/17/14 0:00,Paid,"$699,400.00 "
2015,5,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0002092,Check,11/17/14 0:00,Paid,"$781,326.00 "
2014,8,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0003267,Check,2/26/14 0:00,Paid,"$917,925.00 "
2014,10,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0003851,Check,4/7/14 0:00,Paid,"$4,024,263.72 "
2014,10,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0004154,Check,4/25/14 0:00,Paid,"$1,215,065.28 "
2014,12,TRANSPORTATION                                              ,TRN111,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0004853,Check,6/13/14 0:00,Paid,"$570,987.18 "
2015,1,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,S0001220,Check,7/11/14 0:00,Paid,"$73,937.20 "
2015,1,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,S0001220,Check,7/11/14 0:00,Paid,"$91,377.04 "
2014,11,TRANSPORTATION                                              ,TRN161,BUILDINGS                                         ,,KAUAI BUILDERS LTD.,70698,B0004345,Check,5/8/14 0:00,Paid,"$41,342.83 "
2015,1,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0001219,Check,7/11/14 0:00,Paid,"$124,836.67 "
2015,1,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0001809,Check,7/17/14 0:00,Paid,"$37,896.20 "
2015,1,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0001809,Check,7/17/14 0:00,Paid,"$341,058.00 "
2015,1,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0003544,Check,7/25/14 0:00,Paid,"$87,326.74 "
2015,1,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0003544,Check,7/25/14 0:00,Paid,"$102,373.30 "
2015,3,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0013495,Check,9/8/14 0:00,Paid,"$39,889.00 "
2015,3,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0013495,Check,9/8/14 0:00,Paid,"$359,001.00 "
2015,3,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0015377,Check,9/17/14 0:00,Paid,"$444,204.49 "
2015,3,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0015946,Check,9/18/14 0:00,Paid,"$139,325.00 "
2015,3,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0015946,Check,9/18/14 0:00,Paid,"$898,422.37 "
2015,4,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0020999,Check,10/8/14 0:00,Paid,"$135,991.00 "
2015,4,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0020999,Check,10/8/14 0:00,Paid,"$1,266,935.21 "
2015,4,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0022443,Check,10/17/14 0:00,Paid,"$39,255.98 "
2015,4,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0022443,Check,10/17/14 0:00,Paid,"$353,295.00 "
2015,5,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0028439,Check,11/17/14 0:00,Paid,"$83,401.00 "
2015,5,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0028439,Check,11/17/14 0:00,Paid,"$750,596.00 "
2015,5,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0029655,Check,11/24/14 0:00,Paid,"$36,950.00 "
2015,5,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0029655,Check,11/24/14 0:00,Paid,"$2,277,233.76 "
2015,6,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0034777,Check,12/17/14 0:00,Paid,"$2,540,640.56 "
2015,6,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0035034,Check,12/18/14 0:00,Paid,"$82,754.00 "
2015,6,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0037037,Check,12/29/14 0:00,Paid,"$2,006,348.31 "
2014,9,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0055224,Check,3/25/14 0:00,Paid,"$165,889.00 "
2014,11,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0068589,Check,5/28/14 0:00,Paid,"$1,048,680.34 "
2014,12,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0071764,Check,6/5/14 0:00,Paid,"$53,725.80 "
2014,12,TRANSPORTATION                                              ,TRN104,BUILDINGS                                         ,,KIEWIT BUILDING GROUP INC.,295851,S0071764,Check,6/5/14 0:00,Paid,"$483,532.00 "
2015,6,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"MAUI KUPONO BUILDERS, LLC.",319483,S0034764,Check,12/17/14 0:00,Paid,"$138,160.00 "
2014,11,TRANSPORTATION                                              ,TRN501,BUILDINGS                                         ,,MIRA IMAGE CONSTRUCTION,318752,B0004445,Check,5/16/14 0:00,Paid,"$39,807.84 "
2015,1,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0000068,Check,7/7/14 0:00,Paid,"$529,058.72 "
2015,1,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0000073,Check,7/8/14 0:00,Paid,"$82,190.78 "
2015,2,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0000817,Check,8/27/14 0:00,Paid,"$291,674.03 "
2015,3,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0001097,Check,9/16/14 0:00,Paid,"$81,233.90 "
2015,4,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0001952,Check,11/5/14 0:00,Paid,"$480,951.63 "
2015,4,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0001952,Check,11/5/14 0:00,Paid,"$2,416,875.99 "
2014,7,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0002668,Check,1/15/14 0:00,Paid,"$27,810.00 "
2014,7,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0002871,Check,1/29/14 0:00,Paid,"$477,710.28 "
2014,7,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0002871,Check,1/29/14 0:00,Paid,"$503,051.80 "
2014,7,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0002962,Check,2/4/14 0:00,Paid,"$175,130.00 "
2014,9,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0003386,Check,3/6/14 0:00,Paid,"$177,384.00 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0003443,Check,3/11/14 0:00,Paid,"$58,425.00 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0003443,Check,3/11/14 0:00,Paid,"$571,800.74 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0003771,Check,4/1/14 0:00,Paid,"$1,199,347.33 "
2014,9,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,B0003771,Check,4/1/14 0:00,Paid,"$1,375,511.26 "
2014,10,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0003996,Check,4/16/14 0:00,Paid,"$181,167.00 "
2014,10,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0004291,Check,5/5/14 0:00,Paid,"$118,966.00 "
2014,12,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,B0004765,Check,6/9/14 0:00,Paid,"$118,248.75 "
2015,1,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,S0000703,Check,7/7/14 0:00,Paid,"$748,491.08 "
2015,1,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"NAN, INC.",314883,S0000745,Check,7/8/14 0:00,Paid,"$294,710.00 "
2015,4,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,S0026859,Check,11/5/14 0:00,Paid,"$245,403.57 "
2014,7,TRANSPORTATION                                              ,TRN102,BUILDINGS                                         ,,"NAN, INC.",314883,S0044327,Check,1/29/14 0:00,Paid,"$186,936.84 "
2014,7,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"NAN, INC.",314883,S0045579,Check,2/4/14 0:00,Paid,"$1,576,132.00 "
2014,9,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,S0051852,Check,3/6/14 0:00,Paid,"$33,591.00 "
2014,9,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"NAN, INC.",314883,S0051852,Check,3/6/14 0:00,Paid,"$1,562,800.00 "
2014,10,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"NAN, INC.",314883,S0059942,Check,4/16/14 0:00,Paid,"$1,630,421.00 "
2014,10,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"NAN, INC.",314883,S0064424,Check,5/5/14 0:00,Paid,"$1,070,639.00 "
2014,12,TRANSPORTATION                                              ,TRN195,BUILDINGS                                         ,,"NAN, INC.",314883,S0071959,Check,6/9/14 0:00,Paid,"$470,449.00 "
2014,12,TRANSPORTATION                                              ,TRN114,BUILDINGS                                         ,,"NAN, INC.",314883,S0071959,Check,6/9/14 0:00,Paid,"$593,585.00 "
2014,10,TRANSPORTATION                                              ,TRN511,BUILDINGS                                         ,,"SITE ENGINEERING, INC.",75187,B0004076,Check,4/22/14 0:00,Paid,"$39,480.00 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,B0000645,Check,8/14/14 0:00,Paid,"$51,815.00 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,B0000737,Check,8/22/14 0:00,Paid,"$75,063.00 "
2015,6,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,B0002777,Check,12/26/14 0:00,Paid,"$99,686.50 "
2014,10,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,B0004144,Check,4/24/14 0:00,Paid,"$35,505.00 "
2015,6,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,S0033668,Check,12/11/14 0:00,Paid,"$35,940.60 "
2015,6,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,S0036658,Check,12/26/14 0:00,Paid,"$79,749.20 "
2014,9,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,ALAKA'I MECHANICAL CORPORATION,245808,S0054845,Check,3/24/14 0:00,Paid,"$141,599.25 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0007063,Check,8/7/14 0:00,Paid,"$223,751.70 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0009268,Check,8/21/14 0:00,Paid,"$105,300.00 "
2015,4,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0024402,Check,10/29/14 0:00,Paid,"$434,173.00 "
2015,5,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0028311,Check,11/17/14 0:00,Paid,"$1,008,542.00 "
2014,8,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0048281,Check,2/21/14 0:00,Paid,"$378,000.00 "
2014,9,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0054910,Check,3/24/14 0:00,Paid,"$74,000.00 "
2014,10,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0060205,Check,4/17/14 0:00,Paid,"$221,850.00 "
2014,11,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0070702,Check,6/2/14 0:00,Paid,"$236,100.00 "
2014,12,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"BCP CONSTRUCTION OF HAWAII,",233570,S0073201,Check,6/16/14 0:00,Paid,"$60,961.30 "
2015,1,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"CERTIFIED CONSTRUCTION, INC.",113859,S0002280,Check,7/21/14 0:00,Paid,"$350,744.37 "
2015,3,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"CERTIFIED CONSTRUCTION, INC.",113859,S0014710,Check,9/12/14 0:00,Paid,"$111,000.00 "
2015,5,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"CERTIFIED CONSTRUCTION, INC.",113859,S0028987,Check,11/20/14 0:00,Paid,"$80,427.63 "
2014,9,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"CERTIFIED CONSTRUCTION, INC.",113859,S0052212,Check,3/7/14 0:00,Paid,"$1,053,219.00 "
2014,11,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"CERTIFIED CONSTRUCTION, INC.",113859,S0064719,Check,5/6/14 0:00,Paid,"$887,079.00 "
2014,12,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"CERTIFIED CONSTRUCTION, INC.",113859,S0074375,Check,6/20/14 0:00,Paid,"$853,802.00 "
2015,6,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"GREENPATH TECHNOLOGIES, INC.",317803,S0034045,Check,12/12/14 0:00,Paid,"$237,847.50 "
2015,6,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"HAWAIIAN TELCOM, INC.",289236,B0002596,Check,12/18/14 0:00,Paid,"$67,567.43 "
2015,5,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,HBM ACQUISITIONS LLC,298927,B0002183,Check,11/20/14 0:00,Paid,"$27,400.00 "
2015,1,DEFENSE                                                     ,DEF114,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0000109,Check,7/10/14 0:00,Paid,"$373,518.00 "
2014,7,DEFENSE                                                     ,DEF114,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0002597,Check,1/9/14 0:00,Paid,"$118,530.00 "
2014,8,DEFENSE                                                     ,DEF114,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0003232,Check,2/21/14 0:00,Paid,"$182,912.00 "
2014,10,DEFENSE                                                     ,DEF114,BUILDINGS                                         ,,"ISEMOTO CONTRACTING CO., LTD.",70628,B0004017,Check,4/17/14 0:00,Paid,"$64,525.00 "
2015,4,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"ISLAND WIDE A/C SERVICE, LLC",279974,B0001636,Check,10/16/14 0:00,Paid,"$73,626.50 "
2015,4,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"ISLAND WIDE A/C SERVICE, LLC",279974,S0022196,Check,10/16/14 0:00,Paid,"$73,626.50 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"RON'S ELECTRIC, INC.",200976,B0000533,Check,8/7/14 0:00,Paid,"$36,750.00 "
2015,2,DEFENSE                                                     ,DEF110,BUILDINGS                                         ,,"RON'S ELECTRIC, INC.",200976,S0007304,Check,8/11/14 0:00,Paid,"$81,780.00 "
